id,name,description,image,location,stage,industry,subindustry,website
261,Hackyourcloset.com,Hackyourcloset.com was founded in 2019 to reduce and prevent waste in the apparel industry.,https://res.cloudinary.com/crunchbase-production/image/upload/xyjks40zzaphjidvqtne,"Stockholm, Sweden",No information,Software and Data,Data Analytics,https://www.hackyourcloset.com
262,Logcast,Logcast is a voice-based social network.,https://res.cloudinary.com/crunchbase-production/image/upload/padeuer5wxkoh3dy6hay,"Stockholm, Sweden",No information,Software and Data,Enterprise Technology,https://www.logcast.io
264,Skyqraft,Skyqraft provides autonomous aerial infrastructure inspection.,https://res.cloudinary.com/crunchbase-production/image/upload/xpf48w4wqeehph2oejoz,"Stockholm, Sweden",No information,Software and Data,Artificial Intelligence,http://skyqraft.com
265,xNomad,Xnomad is a marketplace for short-term retail space connecting brands and e-commerce stores.,https://res.cloudinary.com/crunchbase-production/image/upload/uuspjpdffipoylfufawq,"Stockholm, Sweden",No information,Ecommerce & Retail,Marketplaces,https://www.xnomad.co
267,Treyd,Working capital for fast growing D2C brands. Trade Finance made Simple,https://res.cloudinary.com/crunchbase-production/image/upload/dlgvrlfnr1y7hsrypd1w,"Stockholm, Sweden",No information,Fintech,Financial Services,https://www.treyd.io
269,Vembla,Vembla is a marketplace with a vast selection of groceries and everyday goods from local retailers delivered to customers within minutes.,https://res.cloudinary.com/crunchbase-production/image/upload/ug5bosav2t2rsxbasqfo,"Stockholm, Sweden",No information,Transportation,Logistics,https://www.vembla.se/
272,Acuminor,Acuminor is a regulatory technology company based in Stockholm.,https://res.cloudinary.com/crunchbase-production/image/upload/q1tmoxfurb27gsqnfhwn,"Stockholm, Sweden",No information,Fintech,Fintech-Other,https://www.acuminor.com/
273,Chromia,"Chromia is a platform that is both a blockchain and a relational database, built with both developers and end-users in mind.",https://res.cloudinary.com/crunchbase-production/image/upload/o24dk5iuz6unbhuddvzb,"Stockholm, Sweden",No information,Fintech,Blockchain,https://chromia.com/
275,Course Studio,Course Studio is a learning experience designed for the Internet.,https://res.cloudinary.com/crunchbase-production/image/upload/mzxndtazto2xy1npstr9,"Vancouver, Canada",No information,Education,Edtech,https://course.studio/
276,Sherwa Online Services,Mobile app to connect gamers using shared economy business model,https://res.cloudinary.com/crunchbase-production/image/upload/srs7fhvffnihpbknhsvl,"Vancouver, Canada",No information,Software and Data,Enterprise Technology,https://www.sherwaonline.com
278,Offerland,Technology Built for Real Estate Professionals,https://res.cloudinary.com/crunchbase-production/image/upload/ggygpy7nt2mp6iwmgdlm,"Vancouver, Canada",No information,Fintech,Investment,https://offerland.ca
279,Niki App Limited,Niki is the one-stop digital platform for renting properties for students.,https://res.cloudinary.com/crunchbase-production/image/upload/jmclvoqvcltyhgeopk0r,"Vancouver, Canada",No information,Ecommerce & Retail,Ecommerce,https://www.nikiapp.com
280,Juicey Turf,Juicey Turf is an AI door to door sales mapping application intended to maximize the reps profits of a veteran salesperson.,https://res.cloudinary.com/crunchbase-production/image/upload/icqtsvwoan5euionaub2,"Vancouver, Canada",No information,Software and Data,Artificial Intelligence,https://juiceyturf.com
282,SynerGenetics Bioscience,SynerGenetics Bioscience is a plant genetics research and development company that focuses on hemp strains.,https://res.cloudinary.com/crunchbase-production/image/upload/thzxm8fenqxchxuaw2qt,"Vancouver, Canada",No information,Health,Biotechnology,https://www.sgbioscience.com/
283,Charli AI,"Meet Charli, AI to make work flow. Delegate the boring stuff.",https://res.cloudinary.com/crunchbase-production/image/upload/ifmik5dgykbzuk4k0j7t,"Vancouver, Canada",No information,Software and Data,Artificial Intelligence,https://charli.ai/
285,Waterbear Cloud,"Waterbear Cloud is an IT company that generates infrastructure code from a flexible, high-level configuration system.",https://res.cloudinary.com/crunchbase-production/image/upload/uiupbljskyi2shrrfpva,"Vancouver, Canada",No information,Software and Data,Software,https://www.waterbear.cloud
286,NeuPeak Robotics,NeuPeak Robotics is an AI and robotics company that develops autonomous robots replacing dexterity intensive farm labor.,https://res.cloudinary.com/crunchbase-production/image/upload/dmk9nbcykwfs6vofsdru,"Vancouver, Canada",No information,Foodtech,Agtech,https://www.neupeak.com/
288,Bruush,Keep your teeth healthy and white with Br&uuml;ush - a premium electric toothbrush subscription with a luxury look and feel,https://res.cloudinary.com/crunchbase-production/image/upload/cl4vtdgtflooirisbjw8,"Vancouver, Canada",No information,Ecommerce & Retail,Ecommerce,https://bruush.com/
289,Scanbo,Democratizing Access To Medical Diagnostics,https://res.cloudinary.com/crunchbase-production/image/upload/vu3afianpakchtw01ual,"Vancouver, Canada",No information,Software and Data,Artificial Intelligence,https://www.scanbo.com
290,LivNao Technologies,LivNao Technologies leverages deep learning to detect changes in mental health before it affects performance and productivity.,https://res.cloudinary.com/crunchbase-production/image/upload/zb4lbd1gkv3k592fyfdm,"Vancouver, Canada",No information,Software and Data,Artificial Intelligence,https://livnao.com
291,Hatch Create Works,Hatch Create Works is a hardware development and software development firm.,https://res.cloudinary.com/crunchbase-production/image/upload/3c7946acd429aabf2ae6,"Vancouver, Canada",No information,Hardware & IoT,Hardware,https://hcw.jp/
292,Grow Tech Labs,Grow Tech Labs is an accelerator program for cannabis companies.,https://res.cloudinary.com/crunchbase-production/image/upload/lwlgrai6ld8zhstxu0gj,"Vancouver, Canada",No information,Health,Cannabis,https://www.growtechlabs.com/
293,Beatdapp,"Beatdapp offers a tracking system that authenticates, verifies, and validates media streamed in real time.",https://res.cloudinary.com/crunchbase-production/image/upload/qxrjcxd1if3qo0ftblxb,"Vancouver, Canada",No information,Fintech,Blockchain,https://beatdapp.com/
294,Olive,AI technology / business consulting,https://res.cloudinary.com/crunchbase-production/image/upload/x4zhluc8rh19z1qhok29,"Vancouver, Canada",No information,Software and Data,Artificial Intelligence,https://www.olive.app
295,KABN,"KABN is an innovator in financial services, technologies and products for the blockchain industry.",https://res.cloudinary.com/crunchbase-production/image/upload/vgjthrzxo7xkhgpulbhw,"Vancouver, Canada",No information,Fintech,Blockchain,http://kabn.network
296,Kinzoo,Kinzoo is a new private messenger that turns screen time into family time.,https://res.cloudinary.com/crunchbase-production/image/upload/yuwtbhv5x1mfxoed09ti,"Vancouver, Canada",No information,Software and Data,Enterprise Technology,https://www.kinzoo.com
297,Kobalt,Kobalt is a monitoring capabilities of enterprise-class security teams to smaller organizations.,https://res.cloudinary.com/crunchbase-production/image/upload/xk0hkmzgqtrgpn8em2jk,"Vancouver, Canada",No information,Software and Data,Cloud,https://kobalt.io
298,Growlyn,Growlyn is a marketing and social media management platform providing online engagement and content curation automated to businesses.,https://res.cloudinary.com/crunchbase-production/image/upload/xmwheboyca5uuigcjoq3,"Vancouver, Canada",No information,Software and Data,Artificial Intelligence,https://growlyn.com
299,AlgaeBio+,"AlgaeBio+ produce y comercializa productos de alto valor comercial derivados del cultivo masivo de microalgas. El primer producto es Astaxantina destinada a consumo animal y humano, que permite sustituir pigmentos sint&eacute;ticos utilizados principalmente en salmonicultura.",/template/v3/images/no_logo.png,"Buenos Aires, Argentina",No information,Health,Health-Other,http://algaebiomas.com/
300,APPTO Covid19,This app allows for middle of a statement sworn control access people according to COVID 19 standards.,https://res.cloudinary.com/sblink/w_64/txr6eu7ktzjevcdravju,"Buenos Aires, Argentina",No information,Health,Health-Other,https://appto.net/
301,Widergy,"Widergy acompa&ntilde;a a las Utilities en su proceso de transformaci&oacute;n hacia la Utility del Futuro, a partir de proveerles soluciones de software de alto valor agregado. Utility GO!",/template/v3/images/no_logo.png,"Buenos Aires, Argentina",No information,Energy & Environment,Energy,http://www.widergy.com
302,Sumato-id,"Sumato-ID crea soluciones innovadoras basadas en la Biometr&iacute;a. Por medio de c&aacute;maras de video y algoritmos de Biometr&iacute;a Facial obtiene caracter&iacute;sticas de los consumidores frente a los diferentes productos tales como; g&eacute;nero, rango etario y hasta sentimientos.",/template/v3/images/no_logo.png,"Buenos Aires, Argentina",No information,Hardware & IoT,Hardware & IoT-Other,http://www.sumatoid.com
303,Checkteams,Checkteams se especializa en la prevenci&oacute;n de accidentes. Lo logra mediante un poderoso sistema inform&aacute;tico basado en inteligencia artificial que analiza el estado psicof&iacute;sico del usuario y condiciones de las unidades antes de comenzar su turno.,/template/v3/images/no_logo.png,"Buenos Aires, Argentina",No information,Transportation,Automotive,http://www.checkteams.com
304,Ponce,"Ponce busca disminuir las p&eacute;rdidas de agua potable, energ&iacute;a, y grandes da&ntilde;os, tanto en el rendimiento como en la calidad de los cultivo, a trav&eacute;s de un sistema IoT de detecci&oacute;n de fallas para equipos de riego.",/template/v3/images/no_logo.png,"Buenos Aires, Argentina",No information,Energy & Environment,Sustainability,http://www.ponceautomations.com
305,Guilab,"Guilab brinda una propuesta innovadora y creativa al servicio del mundo de las experiencias, mediante el dise&ntilde;o y elaboraci&oacute;n en el momento de sabores helados con nitr&oacute;geno l&iacute;quido. Guilab busca ser creador de tendencias, reconocido en la gastronom&iacute;a molecular.",/template/v3/images/no_logo.png,"Buenos Aires, Argentina",No information,Foodtech,Food Manufacturing,http://www.guilab.com.ar
306,BORNA,"Borna busca ser referente de personas que hacen que #CadaDiaCuente, mediante productos de indumentaria de calidad y dise&ntilde;o elaboradas por personas que transitan diversas situaciones de vulnerabilidad.",/template/v3/images/no_logo.png,"Buenos Aires, Argentina",No information,Ecommerce & Retail,Ecommerce & Retail-Other,http://www.somosborna.com
307,Bikenwander,"We strive to immerse visitors in our large city of Buenos Aires with eco-friendly electric bikes, coupled with live narration headsets to learn about the culture and history",https://res.cloudinary.com/sblink/w_64/sn5i5wograczwgz1f1py,"Buenos Aires, Argentina",No information,Transportation,Transportation-Other,https://bikenwander.com/
308,WEBIO BioTECH,"We offer a 3D printing process using biocompatible materials in order to recreate complex 3D biological environments. It can be used for regenerative medicine, drugs screening and other biotech research.",https://res.cloudinary.com/sblink/w_64/cwfzucvj8tbuvpayhn8p,"Buenos Aires, Argentina",No information,Health,Biotechnology,https://www.webio.tech/
309,Toia de Kiev,We offer a virtual store for the rental of high quality and variety garments.,https://res.cloudinary.com/sblink/w_64/r9ihv9gxnjo9oqa8o4qu,"Buenos Aires, Argentina",No information,Ecommerce & Retail,Retail,https://toiadekiev.com/
310,The Vint Store,"Our goal is to transform cleaning and hygiene habits, taking care of the Environment and Health. We offer an effective, natural and ecofriendly cleaning product.",https://res.cloudinary.com/sblink/w_64/rsuoq0qrr4lge4k1dr1k,"Buenos Aires, Argentina",No information,Energy & Environment,Cleantech,https://thevintstore.webs.com/
311,SILSKIN,We are producers of special effects and plastic artists with more than 10 years of experience and today we have within our reach the possibility of developing aesthetic prostheses that improve the quality of life of our clients.,https://res.cloudinary.com/sblink/w_64/vbzyu1th4wgibvzlvw4q,"Buenos Aires, Argentina",No information,Health,Health-Other,http://www.silskin.com.ar/
312,HEXAR,We offer a learning platform through the use of interactive video games. Our goal is to assist pedagogical organizations to maximize their educational potential.,https://res.cloudinary.com/sblink/w_64/rqgczdxxxerelwubvxdg,"Buenos Aires, Argentina",No information,Education,Edtech,https://www.hexar.org/
313,Octamer,"Octamer is a biotechnology services platform, dedicated to finding innovative solutions to the needs of agribusiness.",https://res.cloudinary.com/sblink/w_64/nykul9qntkaecqbtecca,"Buenos Aires, Argentina",No information,Foodtech,Agtech,https://octamer.com.ar/
314,AVaTAR,"Our first product, AVaTAR (Aortic Valve Trileaflet Autologous Reconstruction), is a device that builds and implants a new valve that does not require anticoagulation and does not stop the growth of the artery that contains it.",https://res.cloudinary.com/sblink/w_64/bt3xqyo0g5jzamlyzomu,"Buenos Aires, Argentina",No information,Health,Medtech,https://www.cardiocongenitas.com.ar/
315,Hybridon,"This company offers a coating that allows antimicrobial disinfection.It is a solution with nano-structured micro-particles adsorbed with silver and copper ions, which act as antimicrobial agents, adhering to the surface where they are applied.",https://res.cloudinary.com/sblink/w_64/aubhgkspjonuyzda1wiw,"Buenos Aires, Argentina",No information,Health,Health-Other,https://adox.com.ar/linea/hybridon-recubrimiento-antimicrobiano/
316,ZOOMAGRI,"Via Artificial Intelligence, Computer Vision and the Internet of Things, ZoomAgri provides quality assessment of agricultural commodities to all participants of the agri supply chain.",https://res.cloudinary.com/sblink/w_64/b1jomtegmiwgflrufc0y,"Buenos Aires, Argentina",No information,Foodtech,Agtech,https://www.zoomagri.com/
317,Glucopic,This application allows diabetic patients to know the glycemic index contained in food based on artificial intelligence and machine learning.,https://res.cloudinary.com/sblink/w_64/kydai6tdyuhfdhurqgzx,"Buenos Aires, Argentina",No information,Foodtech,Foodtech-Other,https://glucopic.com/
319,Limay,"At Limay we seek to improve the quality of life of patients with neurogenetic diseases through the commercialization of low-cost and easy-to-apply diagnostic tools. We use state-of-the-art nucleases and polymerase isothermal amplification
technologies.",https://res.cloudinary.com/sblink/w_64/guufry2glrgw0y62pqdm,"Buenos Aires, Argentina",No information,Health,Medtech,http://www.limay.bio
320,Lia Aerospace,We are making the small sat Launch Vehicle of the future. State of the art technology mixed with the right amount of creativity and smart choices make the best possible design to meet the expectations of the growing market of Launch Vehicles.,https://res.cloudinary.com/sblink/w_64/snrqeetjfmofbn42xv9x,"Buenos Aires, Argentina",No information,Transportation,Aerospace,https://lia-aerospace.com/
321,MOVE,"Move Technology offers the user the best tools to optimize and improve the performance of logistics processes, achieving a reduction of up to 30% in operating costs.",/template/v3/images/no_logo.png,"Buenos Aires, Argentina",No information,Transportation,Logistics,https://appmove.com.ar/
322,Maper,"The objective of this company is to provide an industrial process monitoring service, specially oriented to small and mediaum sized industries.By analyzing assets in real time, Maper generates reliable information, which facilitates decision-making and increases productivity.",/template/v3/images/no_logo.png,"Buenos Aires, Argentina",No information,Hardware & IoT,Hardware & IoT-Other,https://home.mapertech.com/
323,Henry,Henry trains software developers for free and helps them find a job in exchange for a share of their future income.,https://res.cloudinary.com/crunchbase-production/image/upload/tdgwdgx9n7ubjqkhr6ew,"Buenos Aires, Argentina",No information,Education,Edtech,https://www.soyhenry.com/
324,MoEngage,"MoEngage is a Mobile App Engagement &amp; Marketing Platform, which helps Companies understand their Mobile App users better and reach out with relevant content at the right time using the right medium.

Analytical tools like Flurry, Google Analytics are not user centric &ndash; for example they tell you that 25% of the users dropped off after two weeks but they don't tell you who those users are. This is where MoEngage comes in.

We build User profiles based on Behavior and Contextual information including location. We then segment the users into User-centric segments like Engaged users, High spenders, Lapsed users, etc. 

Our platform then allows the App Companies to reach out to their user segments via Push Notifications/In-App Messaging/Emails, driving Engagement &amp; Conversions.

MoEngage is a Mobile Marketing Automation by the team behind DelightCircle, which is a featured app on App Stores, having 200,000 Mobile Downloads. We have built MoEngage from our Experience scaling DelightCircle.",https://res.cloudinary.com/sblink/w_64/085a8386ec9c5f90b90009a4c054ad52,"San Francisco, United States",Just launched,Software and Data,Apps,http://www.moengage.com
325,Scribie,"Scribie is MTurk like system for audio transcription. It is an easy to use service where you can get your phone recordings, interviews, videos, podcasts, dictations and other spoken audio files transcribed to text. We follow an advanced process which guarantees 98% accuracy. We offer 12 hour, 1 day, 7 day and 30 day turnaround.",https://res.cloudinary.com/sblink/w_64/ace106f909380a6d893dffcd9560fe79,"San Francisco, United States",Idea/MVP/Beta,Software and Data,Software and Data-Other,http://scribie.com
326,NexHealth,"Connecting patients, doctors, and developers to accelerate healthcare innovation - NexHealth fully integrates with EHR systems to provide convenience and simplicity at each step of a patient's booking journey, and NexHealth practices see an average of 18 new patients per month.",https://res.cloudinary.com/crunchbase-production/image/upload/v1501687786/ed4xgqkb4t1qrqmlbjza.png,"San Francisco, United States",Idea/MVP/Beta,Health,Health-Other,https://nexhealth.com
327,Notch,"Notch.me is making health-tracking beautiful. We’re creating consumer software to help people visualize and engage with their health. We think that keeping ""healthy"" top of mind - in a fun, positive way - is an overlooked, but very important aspect of staying motivated and staying healthy.

Our mission is to create 1 positive health experience, once a day, for as many people as we can possibly reach.",https://res.cloudinary.com/sblink/w_64/5b2223193ed07415d37bf6e514d2d226,"San Francisco, United States",No information,Software and Data,Data Analytics,http://notch.me
328,Ark7,"Ark7 is a real estate investment platform where users can buy property shares at as low as $5 to earn passive monthly income and future appreciation. In the meantime, users don&rsquo;t have to worry about property management because Ark7 takes care of it.",https://res.cloudinary.com/sblink/w_64/eyrx4ifrbw4klbj38ebl,"San Francisco, United States",Idea/MVP/Beta,Fintech,Investment,https://www.ark7.com/
329,PeachPay,"PeachPay empowers creators and freelancers to convert their passion into income, 
and start accepting payment easily with a personally branded Pay Me page.",/template/v3/images/no_logo.png,"San Francisco, United States",Idea/MVP/Beta,Software and Data,Software,https://www.peachpay.me/
330,Z-Stream,"Z-Stream is a full-service workflow tool, which helps change the way organizations approach project management, teamwork, product development, and execution.",/template/v3/images/no_logo.png,"San Francisco, United States",Idea/MVP/Beta,Software and Data,SaaS,https://www.zstream.io
331,TruLocal,TruLocal is an e-commerce marketplace that provides a simple and efficient way to shop locally &mdash; online.,https://res.cloudinary.com/crunchbase-production/image/upload/omtbgxwnvwhgkha6ptvz,"San Francisco, United States",No information,Ecommerce & Retail,Consumer Goods,https://www.trulocal.com
332,Cerby,Cerby is a cybersecurity company focused on helping enterprises harness Shadow IT.,https://res.cloudinary.com/crunchbase-production/image/upload/infpfqltbysc9upqcyjm,"San Francisco, United States",No information,Software and Data,Cybersecurity,https://www.cerby.com/
334,Acquire App,Acquire App aims to provide online merchants of varying sizes with an elevated checkout solution.,https://res.cloudinary.com/crunchbase-production/image/upload/hdon2t2lkdpvowjsousx,"San Francisco, United States",No information,Ecommerce & Retail,Ecommerce,https://acquire.app
336,Workbase,Workbase is a data visualization and analytics tool for account/growth teams.,https://res.cloudinary.com/crunchbase-production/image/upload/xdwdnltoclon2xorjapv,"San Francisco, United States",No information,Software and Data,Data Analytics,https://www.getworkbase.io/
337,Jemi,Jemi is a platform meant to help content creators sell experiences and merch to their fans.,https://res.cloudinary.com/crunchbase-production/image/upload/jb2f4tcvfyawegmb0vp2,"San Francisco, United States",No information,Marketing & Sales,Content Marketing,https://jemi.app/
338,Kwali,Quality control automation for fast-food franchises,https://res.cloudinary.com/crunchbase-production/image/upload/u7aqjgetdih2wmgom5dy,"San Francisco, United States",No information,Software and Data,Artificial Intelligence,https://www.kwali.ai
339,Reploy,"Reploy is the easiest way to generate unique production-like environments for every feature, complete with a shareable link.",https://res.cloudinary.com/crunchbase-production/image/upload/e1uexcgitnhuzdsaaem8,"San Francisco, United States",No information,Software and Data,Web Development,https://getreploy.com/
340,Fieldguide,Fieldguide is modern collaboration and workflow software for audit and advisory firms.,https://res.cloudinary.com/crunchbase-production/image/upload/venowzvmo56miqddsuke,"San Francisco, United States",No information,Fintech,Accounting,https://www.fieldguide.io/
341,Mozart Data,"Mozart Data specializes in data stack, SaaS, data-visualization and engineering solutions for companies.",https://res.cloudinary.com/crunchbase-production/image/upload/cqraaxhhitmmusd701pk,"San Francisco, United States",No information,Software and Data,Data Analytics,https://www.mozartdata.com/
342,Gossip,Create and share short voice stories!,https://res.cloudinary.com/crunchbase-production/image/upload/yzcstidzif5pgpct0l6o,"San Francisco, United States",No information,Software and Data,Enterprise Technology,https://thegossip.app/
343,hiyoume,Mobile App,https://res.cloudinary.com/crunchbase-production/image/upload/xmu6eqnsimsxoplbx1b4,"San Francisco, United States",No information,Software and Data,Enterprise Technology,http://hiyou.me
346,Oliver Charles,We are creating a sweater. A single item for all of life that looks as good as it feels and will last for years to come.,https://res.cloudinary.com/crunchbase-production/image/upload/a0qqkkmltdrrnthc3sti,"San Francisco, United States",No information,Ecommerce & Retail,Ecommerce,https://www.oliver-charles.com/
347,Ananda Networks,Ananda Networks is a cloud-managed service that enables organizations to create their own private networks.,https://res.cloudinary.com/crunchbase-production/image/upload/rvbopwfz1crft83yux3u,"San Francisco, United States",No information,Software and Data,Enterprise Technology,https://www.ananda.net/
348,Atomic,Atomic is a personalized investment management service API that lets companies offer their end-users a disciplined way to invest with them.,https://res.cloudinary.com/crunchbase-production/image/upload/uy4zafisubhnsaedsvc9,"San Francisco, United States",No information,Marketing & Sales,CRM,https://www.atomicinvest.co/
351,Ziina,Ziina is bringing the next generation of financial services to the Middle East. Ziina is the UAE&rsquo;s first peer-to-peer payment app.,https://res.cloudinary.com/crunchbase-production/image/upload/ohc1wsvn8uyyrlke8rqj,"Dubai, United Arab Emirates",No information,Fintech,Financial Services,https://www.ziina.com/
352,iKcon,"iKcon is a tech-enabled cloud kitchen operator that procures, cooks, and delivers food on behalf of restaurants and brand owners.",https://res.cloudinary.com/crunchbase-production/image/upload/ljsqlpgspy1pcq0q90wl,"Dubai, United Arab Emirates",No information,Foodtech,Food and Beverage,https://www.ikcon.com/
353,Distichain,Distichain  is a SaaS trade engine delivering B2B marketplaces powered by Blockchain and AI.,https://res.cloudinary.com/crunchbase-production/image/upload/w0oa5kjssibxupbypq15,"Dubai, United Arab Emirates",No information,Software and Data,Artificial Intelligence,http://distichain.com/
354,RIZEK,RIZEK is a tech-startup aimed at creating more jobs across the MENA region.,https://res.cloudinary.com/crunchbase-production/image/upload/sorskwqb4tgtkpp06tcf,"Dubai, United Arab Emirates",No information,Software and Data,Enterprise Technology,https://www.rizek.com/
355,Hopi Dubai,"Hopi is a brand new, monthly contact lens subscription service.",https://res.cloudinary.com/crunchbase-production/image/upload/aegolbgee94unbc7xiy2,"Dubai, United Arab Emirates",No information,Ecommerce & Retail,Ecommerce,https://behopi.com/
357,Jump Advisor,Jump Advisor is an online booking platform targeting adventure tourists in the UAE.,https://res.cloudinary.com/crunchbase-production/image/upload/z8xs2kbvnmfvot5uslzs,"Dubai, United Arab Emirates",No information,Software and Data,SaaS,https://jumpadvisor.com/
358,Nomad Homes,Nomad Homes is digital platform that uses technology to help people in Europe and the Middle East to buy and finance homes.,https://res.cloudinary.com/crunchbase-production/image/upload/tqgxglpjv54itmcqsfxz,"Dubai, United Arab Emirates",No information,Ecommerce & Retail,Marketplaces,https://nomadhomes.co/
359,Simply New Cars,"Complete info on every new car in the UAE, leading digital transformation &amp; providing the highest quality leads in the auto industry",https://res.cloudinary.com/crunchbase-production/image/upload/gyj09hwjek2rwwicn6ws,"Dubai, United Arab Emirates",No information,Transportation,Automotive,https://www.simplynewcars.com
360,activity.me,"A mass participation sports event marketplace helping participants discover, sign up to and take part in sporting events worldwide",https://res.cloudinary.com/crunchbase-production/image/upload/o6ph97jflurieetvzzj8,"Dubai, United Arab Emirates",No information,Marketing & Sales,Events,https://www.activity.me
361,Bankiom,Bankiom is a digital bank for millennials and mobile natives.,https://res.cloudinary.com/crunchbase-production/image/upload/71242ce6f13c1fde5671,"Dubai, United Arab Emirates",No information,Fintech,Online Banking,https://www.bankiom.com/
362,Starzly,A unique and personalized experience From your favorite celebrity.,https://res.cloudinary.com/crunchbase-production/image/upload/azmmnr3tpzs32pmvohno,"Dubai, United Arab Emirates",No information,Social & Leisure,Entertainment,https://starzly.io/
363,Eddy,Eddy is a personalized guidance App that help high school students discover themselves and align them with the right career path.,https://res.cloudinary.com/crunchbase-production/image/upload/lnzhknf5alppsv2uwevk,"Dubai, United Arab Emirates",No information,Education,Education-Other,https://www.geteddy.app
364,Splintr,"Splintr is the first Buy Now Pay Later company in the GCC region, offering customers multiple payment options at the point of checkout.",https://res.cloudinary.com/crunchbase-production/image/upload/imwtnqcvfgb2i2gbp7q7,"Dubai, United Arab Emirates",No information,Fintech,Online Banking,https://splintr.xyz/
365,Coded Minds,Coded Minds is a Dubai-based education technology firm.,https://res.cloudinary.com/crunchbase-production/image/upload/rqyslhsenozkqa8vmpwu,"Dubai, United Arab Emirates",No information,Education,Education-Other,http://coded-minds.org/
366,Shiftling Holding,Shiftling Holding is a staffing and recruiting company that provides staffing solutions to companies.,https://res.cloudinary.com/crunchbase-production/image/upload/vzgnhmh0naredlykb1ax,"Dubai, United Arab Emirates",No information,Software and Data,Software,http://www.shiftling.com
367,Seafood Souq,Digitizing the Seafood Industry with total supply chain traceability,https://res.cloudinary.com/crunchbase-production/image/upload/quaezrllrrhkt58ls1pg,"Dubai, United Arab Emirates",No information,Fintech,Blockchain,http://www.seafoodsouq.com
368,PowerErn,Financing Solar Energy Solutions for High-Impact Communities via blockchain-based Micro-Investing Ecosystem,https://res.cloudinary.com/crunchbase-production/image/upload/mspl5ejogbb3283epjr6,"Dubai, United Arab Emirates",No information,Fintech,Blockchain,https://www.powerern.com
369,YACOB,"YACOB is a nutrition management platform that facilitates communication between children, parents, schools &amp; food vendors.",https://res.cloudinary.com/crunchbase-production/image/upload/ivh5kbozltofuplahd21,"Dubai, United Arab Emirates",No information,Education,Education-Other,https://www.yacob.com
370,ZON,ZON is a decentralized mobile-only e-commerce network.,https://res.cloudinary.com/crunchbase-production/image/upload/fuqesxlur2c5cawue9oj,"Dubai, United Arab Emirates",No information,Ecommerce & Retail,Ecommerce,https://zon.ae/
371,Emirates HR,Emirates HR is an intuitive HR software solution specifically designed for the UAE and wider GCC region,https://res.cloudinary.com/crunchbase-production/image/upload/imgqh6q2uqpt1saeyv3y,"Dubai, United Arab Emirates",No information,Software and Data,Enterprise Technology,http://www.emirateshr.com
372,Garaji,Garaji is an online auto marketplace that connects car owners with workshops for routine maintenance and repairs.,https://res.cloudinary.com/crunchbase-production/image/upload/kxkmmmp8qsyfvcife5ul,"Dubai, United Arab Emirates",No information,Ecommerce & Retail,Marketplaces,https://www.garaji.com/
373,InstaVal,Digital Investment Banking Platform made to promote equity investments in startups and scaleups.,https://res.cloudinary.com/crunchbase-production/image/upload/yqrxw5om8vg4o03yankd,"Dubai, United Arab Emirates",No information,Fintech,Fintech-Other,https://www.instaval.co
